Meta:worker_code,about_how_many_kilometers_miles_did_you_drive_in_the_last_12_months,at_which_age_did_you_obtain_your_first_license_for_driving_a_car_or_motorcycle,have_you_read_and_understood_the_above_instructions,how_many_accidents_were_you_involved_in_when_driving_a_car_in_the_last_3_years_please_include_all_accidents_regardless_of_how_they_were_caused_how_slight_they_were_or_where_they_happened,how_often_do_you_do_the_following_becoming_angered_by_a_particular_type_of_driver_and_indicate_your_hostility_by_whatever_means_you_can,how_often_do_you_do_the_following_disregarding_the_speed_limit_on_a_motorway,how_often_do_you_do_the_following_disregarding_the_speed_limit_on_a_residential_road,how_often_do_you_do_the_following_driving_so_close_to_the_car_in_front_that_it_would_be_difficult_to_stop_in_an_emergency,how_often_do_you_do_the_following_racing_away_from_traffic_lights_with_the_intention_of_beating_the_driver_next_to_you,how_often_do_you_do_the_following_sounding_your_horn_to_indicate_your_annoyance_with_another_road_user,how_often_do_you_do_the_following_using_a_mobile_phone_without_a_hands_free_kit,if_you_answered_other_in_the_previous_question_please_describe_the_place_where_you_are_located_now_below,if_you_answered_other_in_the_previous_question_please_describe_your_input_device_below,in_which_type_of_place_are_you_located_now,in_which_year_do_you_think_that_most_cars_will_be_able_to_drive_fully_automatically_in_your_country_of_residence,on_average_how_often_did_you_drive_a_vehicle_in_the_last_12_months,please_provide_any_suggestions_that_could_help_engineers_to_build_safe_and_enjoyable_automated_cars,what_is_your_age,what_is_your_gender,what_is_your_primary_mode_of_transportation,which_input_device_are_you_using_now,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
U71606161929602DF41579B,15001__20000_km_9322__12427_mi,18.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_brightlight,2025,every_day,,39,male,private_vehicle,desktop_keyboard,23.0,30.0,,100.0,100.0,,,,2.0,27.0,,60.0,70.0,33.0,91.0,,,100.0,,,100.0,,,,,3.0,,,66.0,20.0,60.0,63.0,,19.0,,,65.0,,,75.0,,,60.0,1.0,,,,,,100.0,,,,77.0,94.0,27.0,,3.0,,100.0,,,95.0,40.0,,0.0,90.0,35.0,70.0,,25.0,,60.0,79.0,,80.0,9.0,,25.0,11.0,,25.0,,,,2.0,,,,37.0,79.0,,89.0,,21.0,,,79.0,61.0,,,,,,40.0,60.0,0.0,100.0,96.0,69.0,67.0,,79.0,65.0,,,,,,9.0,,90.0,,80.0,,53.0,,,,,52.0,100.0,,,,,,100.0,,71.0,28.0,,40.0,,,,68.0,,88.0,94.0,,79.0,63.0,,,11.0,85.0,,27.0,,10.0,0.0,100.0,86.0,,,40.0,34.0,,99.0,,,27.0,99.0,61.0,,,,2.0,,81.0,,,,22.0,69.0,69.0,,27.0,93.0,39.0,,,80.0,,,,100.0,80.0,,,36.0,,,,,78.0,,,100.0
U71606163611975DF86089B,1__1000_km_1__621_mi,18.0,yes,0,7_to_9_times_per_month,10_or_more_times_per_month,10_or_more_times_per_month,0_times_per_month,0_times_per_month,10_or_more_times_per_month,1_to_3_times_per_month,,,indoor_dimlight,2040,once_a_month_to_once_a_week,,29,male,other,mobile_keyboard,,24.0,,59.0,40.0,38.0,,83.0,,83.0,84.0,,84.0,59.0,82.0,,,19.0,23.0,,,,,79.0,,,,27.0,,,0.0,,,82.0,,,40.0,40.0,84.0,100.0,40.0,,,18.0,,39.0,,40.0,,88.0,36.0,85.0,82.0,,,,81.0,60.0,,39.0,84.0,,90.0,87.0,,,97.0,,,99.0,20.0,19.0,,24.0,,40.0,,,39.0,18.0,,19.0,,39.0,,40.0,,18.0,,96.0,,81.0,,19.0,28.0,,,,,,,,80.0,,,39.0,,48.0,,25.0,,80.0,100.0,40.0,,,,,,62.0,40.0,,,60.0,,59.0,0.0,84.0,19.0,,,,,100.0,,91.0,,20.0,83.0,39.0,,,32.0,,,40.0,,92.0,59.0,,27.0,90.0,,60.0,,,,20.0,,,,33.0,63.0,35.0,21.0,38.0,,0.0,,,,,,40.0,,80.0,,,85.0,22.0,,,1.0,21.0,,81.0,,28.0,39.0,,39.0,,,98.0,82.0,,82.0,,,,20.0,,,0.0,,40.0,,,84.0,
U71606161884060DF52599B,5001__15000_km_3108__9321_mi,20.0,yes,0,1_to_3_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2025,every_day,Thank you.,25,male,private_vehicle,laptop_keyboard,,37.0,,38.0,0.0,,,,,,,,,,,,32.0,,0.0,44.0,,39.0,,,,,,40.0,1.0,,37.0,39.0,41.0,58.0,,28.0,,37.0,,0.0,44.0,43.0,,61.0,2.0,44.0,,0.0,,,,39.0,,14.0,,,44.0,,63.0,,,,,29.0,41.0,,39.0,0.0,,,41.0,44.0,37.0,,,,58.0,,,37.0,38.0,,35.0,,,66.0,38.0,,,,36.0,36.0,0.0,,,,39.0,40.0,33.0,,,,,39.0,34.0,,,0.0,0.0,40.0,44.0,,27.0,40.0,,,,47.0,25.0,,40.0,,3.0,35.0,,,38.0,17.0,39.0,70.0,43.0,33.0,,44.0,36.0,48.0,,,38.0,,,,0.0,,16.0,,37.0,,,,,41.0,36.0,46.0,,,41.0,41.0,,70.0,,57.0,,0.0,,47.0,1.0,38.0,,,,,0.0,,33.0,,,2.0,58.0,,0.0,,34.0,,,,,,,65.0,,,,,33.0,,55.0,63.0,0.0,34.0,,48.0,,25.0,38.0,,,31.0,43.0,4.0
U71606161834905DF93669B,50001__100000_km_31070__62137_mi,33.0,yes,0,1_to_3_times_per_month,4_to_6_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,7_to_9_times_per_month,0_times_per_month,,,indoor_dimlight,2050,every_day,,46,male,private_vehicle,desktop_keyboard,,,2.0,1.0,0.0,24.0,,55.0,,,2.0,79.0,7.0,,0.0,1.0,17.0,,,8.0,,,,2.0,,,,3.0,,0.0,2.0,,,,1.0,2.0,0.0,0.0,,55.0,,,,13.0,,0.0,8.0,2.0,,,0.0,14.0,,,3.0,0.0,,,,0.0,,,,,,8.0,1.0,11.0,,,4.0,1.0,,,0.0,,10.0,,,33.0,,,17.0,0.0,0.0,,,,2.0,,,,32.0,,2.0,8.0,28.0,34.0,0.0,4.0,0.0,,,9.0,,,7.0,42.0,,0.0,,,96.0,0.0,,,0.0,,7.0,,,,,,,,,,2.0,,3.0,,,,,,,0.0,1.0,,,,14.0,1.0,,,2.0,,,31.0,33.0,,71.0,,0.0,,31.0,2.0,,,3.0,0.0,8.0,,,,0.0,,,,21.0,11.0,4.0,17.0,14.0,10.0,0.0,,10.0,,,11.0,,10.0,1.0,3.0,,,,,1.0,0.0,29.0,,85.0,,,25.0,0.0,,3.0,1.0,0.0,,,0.0,0.0,,2.0,9.0
U71606161925622DF51789B,1__1000_km_1__621_mi,26.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2030,1_to_3_days_a_week,,39,male,private_vehicle,laptop_keyboard,,41.0,,,54.0,33.0,18.0,63.0,,55.0,,50.0,,,52.0,,26.0,55.0,,,,53.0,39.0,45.0,24.0,,26.0,,,,38.0,,57.0,,28.0,,,,,62.0,53.0,,44.0,12.0,,,,,,53.0,66.0,,,,,,,,27.0,38.0,27.0,,53.0,,,43.0,51.0,,55.0,,,56.0,59.0,57.0,35.0,,30.0,54.0,,,,,,44.0,50.0,,,50.0,,,,,,,45.0,50.0,,52.0,46.0,,53.0,,,,47.0,,23.0,46.0,57.0,53.0,,,57.0,,,40.0,55.0,54.0,,39.0,,52.0,,,44.0,55.0,,56.0,42.0,,52.0,58.0,,,20.0,39.0,,38.0,,,22.0,43.0,57.0,,,,25.0,,,37.0,,34.0,63.0,,,,,,38.0,,,24.0,,63.0,20.0,,40.0,39.0,61.0,40.0,,61.0,,,,,39.0,,28.0,37.0,,,56.0,,28.0,,,,25.0,63.0,59.0,31.0,,55.0,56.0,,,48.0,39.0,,23.0,,,,49.0,38.0,,38.0,35.0,38.0
U71606161876754DF34549B,0_km__mi,,yes,2,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2030,never,,33,female,public_transportation,laptop_keyboard,41.0,,,21.0,,,40.0,52.0,43.0,,36.0,,,,46.0,39.0,42.0,,,,54.0,,,60.0,,,14.0,,44.0,,,,,35.0,44.0,,44.0,,47.0,53.0,41.0,51.0,24.0,,,,35.0,,54.0,,32.0,,41.0,,,,,49.0,40.0,,,,,,,,,,19.0,,46.0,,21.0,45.0,,42.0,31.0,,,,23.0,46.0,,,55.0,11.0,41.0,,,,55.0,33.0,27.0,,,,,,,35.0,,,,,53.0,52.0,30.0,15.0,56.0,17.0,55.0,53.0,53.0,,51.0,,41.0,,,27.0,51.0,40.0,36.0,27.0,43.0,,35.0,44.0,,,,,,39.0,,55.0,,,,41.0,,,,20.0,,40.0,33.0,,38.0,,46.0,26.0,,,,53.0,,17.0,42.0,37.0,,,45.0,48.0,,,,25.0,20.0,,,45.0,45.0,,47.0,32.0,46.0,,,54.0,,42.0,56.0,14.0,,46.0,45.0,,,51.0,,52.0,44.0,,40.0,40.0,,,37.0,,38.0,,,54.0,,,45.0,44.0,45.0,
U71606161907510DF10339B,35001__50000_km_21749__31069_mi,18.0,yes,3,1_to_3_times_per_month,4_to_6_times_per_month,1_to_3_times_per_month,7_to_9_times_per_month,1_to_3_times_per_month,10_or_more_times_per_month,7_to_9_times_per_month,,,indoor_dimlight,2050,1_to_3_days_a_week,the human will be always needed.,25,male,private_vehicle,desktop_keyboard,,29.0,55.0,,40.0,,4.0,,,,,,,24.0,30.0,,,,,,,,51.0,0.0,,0.0,7.0,53.0,67.0,9.0,11.0,38.0,,,57.0,58.0,2.0,0.0,54.0,79.0,42.0,,,0.0,20.0,13.0,19.0,3.0,,,57.0,62.0,,53.0,45.0,54.0,16.0,0.0,,,,,82.0,5.0,,0.0,20.0,11.0,,,6.0,,,,,2.0,1.0,60.0,,,,,,,,,,52.0,,23.0,4.0,18.0,12.0,41.0,,69.0,0.0,67.0,61.0,,56.0,0.0,,,38.0,,0.0,3.0,95.0,11.0,,,78.0,3.0,59.0,,46.0,1.0,55.0,,,0.0,,,,55.0,,4.0,40.0,,0.0,,,8.0,,,,22.0,5.0,,,,,,,2.0,,,40.0,,,5.0,81.0,,12.0,,11.0,,,,,0.0,,,,43.0,12.0,53.0,,,,,,,18.0,,40.0,18.0,0.0,,49.0,,1.0,,3.0,51.0,,,,,,,,,81.0,,,17.0,72.0,,41.0,52.0,,,,10.0,9.0,,9.0,
U71606161992460DF13359B,1__1000_km_1__621_mi,1993.0,yes,0,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_brightlight,2050,4_to_6_days_a_week,,53,male,private_vehicle,laptop_keyboard,,,58.0,,67.0,47.0,50.0,57.0,52.0,53.0,54.0,67.0,55.0,,,45.0,55.0,,60.0,,68.0,,57.0,,55.0,,,,60.0,56.0,,60.0,60.0,,,,,,51.0,,,39.0,,,37.0,,37.0,,,,,55.0,52.0,,53.0,,57.0,,,,54.0,,,56.0,,,,,,,55.0,,,,,,30.0,,,,,48.0,54.0,53.0,75.0,,63.0,,,58.0,52.0,,62.0,48.0,52.0,,51.0,61.0,57.0,57.0,61.0,,,46.0,56.0,,,64.0,,60.0,,,,,54.0,55.0,60.0,,57.0,,60.0,63.0,52.0,,61.0,,,52.0,,,54.0,,,43.0,47.0,,,60.0,,60.0,52.0,59.0,61.0,,,50.0,,,,65.0,49.0,50.0,61.0,,,,56.0,,35.0,42.0,,56.0,66.0,,37.0,,,60.0,,54.0,,60.0,,,,52.0,,,43.0,,53.0,,,51.0,51.0,,,53.0,44.0,58.0,,,67.0,,63.0,56.0,,63.0,,51.0,58.0,60.0,52.0,,50.0,,,55.0,,
U71606161857601DF3429B,0_km__mi,,yes,0,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,4_to_6_times_per_month,,,indoor_brightlight,2050,never,sun energy,24,male,public_transportation,desktop_keyboard,59.0,,,,,,66.0,76.0,78.0,,35.0,,23.0,,55.0,,,,,,,68.0,,,37.0,52.0,60.0,57.0,66.0,12.0,,,35.0,27.0,60.0,,,,,,45.0,,51.0,37.0,,27.0,,10.0,,59.0,,76.0,62.0,54.0,,30.0,,36.0,,76.0,64.0,,79.0,37.0,56.0,30.0,68.0,43.0,70.0,,55.0,64.0,,,,,33.0,60.0,,34.0,73.0,,75.0,32.0,,66.0,11.0,,79.0,59.0,,,54.0,,,,,,,,44.0,,,,7.0,,,25.0,,,,,,,24.0,,,,,66.0,41.0,28.0,,,,32.0,,58.0,23.0,,,78.0,,27.0,,71.0,56.0,,39.0,53.0,,,59.0,40.0,,,,,,,,58.0,,60.0,59.0,,32.0,,,62.0,72.0,28.0,69.0,,,,,,60.0,,21.0,57.0,,58.0,,62.0,38.0,,81.0,,54.0,33.0,,20.0,,60.0,63.0,,,24.0,68.0,54.0,,62.0,73.0,,53.0,,60.0,76.0,,,75.0,55.0,,18.0,53.0,,,
U71606161984131DF61419B,0_km__mi,22.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,4_to_6_times_per_month,,,indoor_brightlight,2060,never,,35,male,public_transportation,laptop_keyboard,,,,,36.0,61.0,57.0,61.0,,15.0,,,,14.0,30.0,,,,,74.0,,64.0,41.0,21.0,,,,62.0,26.0,,,,27.0,36.0,25.0,,54.0,,36.0,56.0,35.0,47.0,42.0,,,28.0,42.0,,,,38.0,76.0,,,,,,,,74.0,,,83.0,41.0,33.0,,78.0,61.0,56.0,39.0,,40.0,,,,23.0,13.0,37.0,,,66.0,,21.0,,,,62.0,,,30.0,22.0,14.0,,,64.0,38.0,10.0,,44.0,,,15.0,63.0,,,,9.0,35.0,,,39.0,60.0,79.0,37.0,,,57.0,,42.0,,,31.0,57.0,65.0,,,,71.0,36.0,,,26.0,17.0,25.0,36.0,,,57.0,58.0,,,,,,,,,70.0,65.0,,59.0,,83.0,64.0,,9.0,,32.0,,44.0,,2.0,,32.0,,,,44.0,80.0,,13.0,,,41.0,35.0,4.0,,,,,,,15.0,7.0,29.0,,25.0,34.0,,37.0,16.0,,,60.0,,31.0,,29.0,,45.0,,,,65.0,39.0,,38.0,,,59.0
U71606161915446DF28649B,1__1000_km_1__621_mi,22.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_dimlight,2050,once_a_month_to_once_a_week,"maintain average speed, coordination of traffic lights",29,male,public_transportation,desktop_keyboard,,15.0,54.0,,,50.0,56.0,63.0,67.0,,,64.0,,69.0,,59.0,34.0,,,,50.0,62.0,37.0,59.0,,,28.0,43.0,,,,,,,60.0,,,70.0,,77.0,65.0,,29.0,,33.0,50.0,,59.0,44.0,,,,67.0,,66.0,,66.0,23.0,,60.0,56.0,,,70.0,50.0,,,63.0,50.0,66.0,,50.0,70.0,,,11.0,41.0,,,56.0,,35.0,,,,,62.0,50.0,82.0,,,,,44.0,50.0,41.0,,,54.0,47.0,,57.0,,,,,42.0,68.0,86.0,,60.0,,93.0,,,,,52.0,47.0,,,69.0,48.0,,31.0,39.0,,,,30.0,,37.0,60.0,,,68.0,39.0,38.0,,,,36.0,,57.0,,,62.0,38.0,,,53.0,56.0,67.0,,,,,20.0,,55.0,,,70.0,,,,54.0,,76.0,56.0,,67.0,,59.0,,,,,,,53.0,54.0,54.0,,,,,53.0,57.0,50.0,64.0,48.0,74.0,65.0,76.0,31.0,,76.0,,,,53.0,,,52.0,,54.0,64.0,,
U71606161961817DF86829B,1__1000_km_1__621_mi,17.0,yes,1,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,no,no,indoor_dark,20,every_day,no,32,female,private_vehicle,laptop_keyboard,,,,,,,45.0,,45.0,43.0,48.0,44.0,,45.0,43.0,,,,,,,44.0,46.0,,,44.0,,42.0,44.0,47.0,37.0,45.0,,,46.0,44.0,,54.0,33.0,44.0,45.0,,,,45.0,,48.0,44.0,43.0,,43.0,44.0,39.0,,,,,45.0,55.0,,,,,,,,,42.0,45.0,,,,,44.0,42.0,46.0,,44.0,,,45.0,43.0,45.0,41.0,44.0,,,45.0,,,,,,42.0,43.0,,46.0,43.0,,45.0,43.0,,,,41.0,47.0,,45.0,,,,44.0,,42.0,44.0,46.0,,,,41.0,46.0,,44.0,44.0,,39.0,,,43.0,,,,45.0,,,44.0,44.0,,,,,,,42.0,,43.0,,46.0,,44.0,45.0,45.0,43.0,42.0,44.0,,44.0,,,,44.0,46.0,43.0,,44.0,,46.0,,,,43.0,,45.0,45.0,,44.0,44.0,,33.0,43.0,45.0,47.0,,45.0,,,41.0,,,44.0,,,44.0,,34.0,43.0,,45.0,,,,,,,45.0,44.0,,42.0,46.0,45.0
U71606161873030DF50039B,1001__5000_km_622__3107_mi,16.0,yes,0,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,4_to_6_times_per_month,,,indoor_dark,2050,1_to_3_days_a_week,thank you for doing a good job,52,male,private_vehicle,desktop_keyboard,,,18.0,,,,27.0,60.0,47.0,19.0,40.0,,45.0,,,,26.0,,52.0,100.0,20.0,19.0,18.0,,,,,,20.0,,,39.0,44.0,19.0,,,,,21.0,,,,,,,44.0,,33.0,,44.0,,23.0,22.0,29.0,,19.0,28.0,,40.0,19.0,14.0,,60.0,,19.0,18.0,,,23.0,33.0,,19.0,,32.0,19.0,19.0,20.0,39.0,,40.0,32.0,21.0,,19.0,19.0,,19.0,,,,,,79.0,20.0,,,44.0,,20.0,37.0,,,40.0,,19.0,,20.0,,62.0,,,59.0,71.0,30.0,29.0,,,34.0,22.0,,,,,,,20.0,,60.0,40.0,,45.0,19.0,40.0,,,,,30.0,,,,,60.0,23.0,,13.0,,20.0,,28.0,,18.0,,40.0,30.0,40.0,21.0,21.0,19.0,,,19.0,,,,40.0,30.0,,,,,,,,40.0,20.0,,28.0,19.0,,,,,19.0,,,,19.0,40.0,,45.0,,59.0,,,,29.0,68.0,11.0,26.0,,39.0,20.0,,,,,41.0,,40.0
U71606162083646DF82999B,5001__15000_km_3108__9321_mi,25.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2035,every_day,,43,male,private_vehicle,laptop_keyboard,58.0,37.0,,,19.0,19.0,,60.0,,,,,31.0,39.0,,14.0,20.0,,40.0,79.0,,,,28.0,,,19.0,22.0,19.0,,,,,60.0,19.0,37.0,,18.0,19.0,,,,14.0,,27.0,,35.0,19.0,,,28.0,,23.0,29.0,30.0,19.0,,4.0,20.0,,,40.0,,39.0,,,31.0,18.0,,24.0,20.0,19.0,,29.0,,,,,,,12.0,,20.0,,37.0,3.0,,19.0,40.0,20.0,3.0,,,,,20.0,26.0,,39.0,,,,,14.0,,,,38.0,,,20.0,,73.0,28.0,20.0,,19.0,,,37.0,,21.0,16.0,34.0,,,20.0,,27.0,8.0,,39.0,,27.0,,,,,23.0,35.0,27.0,14.0,,,,,25.0,,42.0,20.0,19.0,,,,25.0,,,34.0,17.0,19.0,,,32.0,32.0,,21.0,19.0,20.0,35.0,,,,,,,4.0,,14.0,15.0,,,,,,,19.0,34.0,24.0,,,,31.0,,,,10.0,20.0,,,,31.0,,,37.0,,29.0,22.0,18.0,24.0,40.0
U71606162254154DF39759B,1001__5000_km_622__3107_mi,25.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_brightlight,2050,4_to_6_days_a_week,ok,56,male,private_vehicle,laptop_keyboard,37.0,,,,,60.0,,,62.0,,37.0,48.0,,43.0,,,37.0,,,,47.0,,,,,,69.0,,,42.0,,53.0,,51.0,48.0,53.0,,70.0,48.0,52.0,42.0,38.0,41.0,,48.0,,53.0,,,44.0,,36.0,,,38.0,43.0,,,36.0,,,42.0,,,,43.0,,,40.0,,,47.0,,49.0,,38.0,51.0,39.0,46.0,,,59.0,41.0,35.0,,,,,53.0,,38.0,48.0,,45.0,,45.0,82.0,48.0,45.0,40.0,,41.0,37.0,,,44.0,,39.0,54.0,52.0,41.0,48.0,,54.0,,,,,34.0,,40.0,38.0,,,,,,,36.0,41.0,36.0,,,,,74.0,44.0,39.0,53.0,,,52.0,,33.0,,,,,39.0,35.0,,36.0,30.0,,,39.0,,,41.0,52.0,40.0,38.0,,,52.0,39.0,,49.0,,,,,46.0,,,41.0,,32.0,34.0,49.0,,,44.0,36.0,,,39.0,69.0,46.0,,,,,44.0,56.0,,,,,48.0,53.0,52.0,,39.0,48.0,,,,51.0,41.0
U71606161870254DF33539B,1001__5000_km_622__3107_mi,,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2050,once_a_month_to_once_a_week,Nothing,54,male,private_vehicle,laptop_keyboard,40.0,,32.0,39.0,26.0,40.0,,,,,,,40.0,,40.0,39.0,,39.0,,,,39.0,,,38.0,,,,39.0,,,39.0,39.0,32.0,19.0,6.0,37.0,,,,40.0,39.0,24.0,53.0,41.0,,,29.0,19.0,,6.0,39.0,39.0,,20.0,,,,40.0,,27.0,,90.0,39.0,28.0,,31.0,,,,,,,40.0,,35.0,,,39.0,,,,51.0,,,40.0,,20.0,,,0.0,33.0,,,,40.0,60.0,,,0.0,32.0,,19.0,,0.0,,,,,40.0,,,,,,47.0,,19.0,19.0,39.0,28.0,,20.0,38.0,,14.0,,,46.0,58.0,,39.0,,80.0,,,,4.0,,,,,32.0,41.0,39.0,19.0,43.0,40.0,40.0,,40.0,,,45.0,39.0,,38.0,20.0,,39.0,,,40.0,40.0,,40.0,,19.0,,,,33.0,,39.0,,38.0,19.0,,,40.0,22.0,20.0,,52.0,,40.0,,40.0,,,,31.0,40.0,,86.0,19.0,39.0,,,,11.0,0.0,39.0,14.0,,,40.0,,,
U71606161932947DF16949B,35001__50000_km_21749__31069_mi,18.0,yes,1,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_brightlight,2050,every_day,i dont now,43,male,private_vehicle,desktop_keyboard,61.0,39.0,34.0,60.0,,41.0,56.0,,,,41.0,43.0,,,39.0,39.0,,,,45.0,20.0,54.0,43.0,,,43.0,,42.0,,,,,43.0,42.0,40.0,44.0,,,,,58.0,,,55.0,39.0,44.0,,,40.0,,41.0,,40.0,,43.0,38.0,56.0,,41.0,54.0,39.0,57.0,,,41.0,,,57.0,39.0,,,41.0,39.0,,41.0,56.0,,,39.0,,41.0,39.0,,,19.0,,,39.0,55.0,,40.0,40.0,,,,39.0,,,,,,,41.0,39.0,38.0,,,,40.0,40.0,,42.0,,44.0,,40.0,,,41.0,56.0,57.0,,,53.0,,41.0,,,,,55.0,,,,43.0,,53.0,,,,45.0,39.0,53.0,42.0,42.0,43.0,39.0,19.0,50.0,,,,,56.0,,56.0,32.0,,40.0,40.0,57.0,,41.0,40.0,41.0,,,,59.0,40.0,41.0,58.0,,,40.0,,39.0,45.0,,,40.0,,40.0,,,39.0,,,,,,,40.0,,,40.0,,,,40.0,,,,41.0,,40.0,,,,54.0
U71606162063238DF43449B,25001__35000_km_15535__21748_mi,34.0,yes,0,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,4_to_6_times_per_month,0_times_per_month,,,indoor_brightlight,2050,4_to_6_days_a_week,many test,62,male,private_vehicle,desktop_keyboard,,20.0,,,39.0,,11.0,40.0,,,,,,39.0,,19.0,,39.0,39.0,32.0,,,,40.0,,22.0,,22.0,31.0,,16.0,36.0,,25.0,35.0,,27.0,17.0,7.0,,41.0,13.0,,,,,,40.0,,28.0,12.0,28.0,34.0,,,,,,19.0,,,,37.0,,35.0,,,,,10.0,,,40.0,,,,27.0,,27.0,,35.0,19.0,30.0,10.0,,19.0,22.0,,28.0,11.0,28.0,40.0,18.0,,,,,,,11.0,35.0,,,,13.0,,,,,,,43.0,,,30.0,,18.0,34.0,5.0,28.0,,,,,31.0,6.0,0.0,,35.0,12.0,,,40.0,46.0,,36.0,21.0,,19.0,48.0,0.0,20.0,,,,,,23.0,,33.0,31.0,35.0,,28.0,40.0,20.0,30.0,,,28.0,39.0,34.0,42.0,,29.0,,17.0,20.0,,,,47.0,34.0,,40.0,,7.0,36.0,,,,,38.0,,,,30.0,,,,,11.0,,39.0,40.0,26.0,,,42.0,14.0,,,15.0,,,44.0,,,26.0,25.0
U71606162218221DF57849B,25001__35000_km_15535__21748_mi,22.0,yes,1,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2050,4_to_6_days_a_week,,33,male,motorcycle,laptop_keyboard,0.0,0.0,21.0,,,,,0.0,0.0,,,0.0,,57.0,54.0,0.0,0.0,,,,,,11.0,0.0,1.0,,,,16.0,,,0.0,,0.0,,0.0,,11.0,0.0,,,,,0.0,41.0,,,,,,12.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,18.0,,,,,32.0,,0.0,,20.0,,14.0,,0.0,0.0,,0.0,28.0,1.0,,,,4.0,,,,0.0,7.0,0.0,,,8.0,,,,,,0.0,,,,22.0,1.0,,,26.0,0.0,0.0,0.0,19.0,,,0.0,1.0,,,0.0,0.0,,61.0,65.0,,0.0,57.0,0.0,0.0,9.0,,,,0.0,0.0,,0.0,0.0,58.0,,,,0.0,,,0.0,0.0,19.0,,0.0,,0.0,,0.0,0.0,34.0,0.0,0.0,0.0,0.0,57.0,0.0,,,,,0.0,0.0,,1.0,0.0,,,0.0,,20.0,0.0,0.0,2.0,0.0
